,z
KLF10,0.571223
DEK,-0.5711113
INSM1,-0.57093084
TBC1D8B,-0.57088673
MTG1,-0.5707004
DERA,0.5700814
HUS1,0.5699822
KHK,-0.5699353
UTP3,0.56978023
TMEM70,0.56954765
ADAM11,0.56948686
NSUN5P1,0.56935203
CABYR,0.56905496
PDLIM5,-0.5690143
ABCC9,0.5687066
DPY19L1P1,-0.568447
TRMT11,0.56841385
SAMSN1,-0.568365
IGFBP7,-0.5683502
FOXO1,0.56813365
COA4,0.56736064
APAF1,-0.5672071
RPL26L1,-0.5668412
CLDN5,0.5667949
TRAF3IP2,0.566486
TRIB3,0.56623846
EMC7,0.566159
BPTF,0.5654876
ATP9A,0.56547654
NOX4,-0.56536305
ZNF623,-0.5653106
PSEN1,0.56528145
RCC1,0.5651743
SOCS6,0.56509066
ABLIM1,0.5649764
ARAF,-0.5649071
FAM107A,-0.56484866
DUSP14,0.5646327
SCNN1A,0.56452996
VAMP5,-0.5642149
FAM46A,-0.56409436
ITPR3,0.5640732
RPL32,-0.56393963
CDH2,-0.56371695
ACAD8,0.5635885
DENND1B,-0.5635416
RPL37A,-0.5634133
ZMYM4,0.5632446
SART3,0.5631914
RPA4,0.5630529
PLAGL1,-0.56298107
SUB1,-0.5627673
SCN1B,-0.56273305
LPGAT1,0.56255853
HDDC2,0.5623001
FCGR2B,-0.56213635
CCR5,-0.5620512
IMPDH2,0.5618198
MDM1,-0.56170654
HAL,0.56156003
BTBD2,-0.56142646
ATG2A,0.5613576
SORT1,-0.5612811
ERBB2IP,-0.56119365
CAPN3,-0.56109124
CLCN5,0.56083584
CHST3,-0.56069994
PCDHB11,0.5604986
DCN,-0.56035733
TECPR2,0.56020445
TKT,0.56018996
INTS1,0.5601646
A2M,0.5601546
HIST1H2AI,-0.5599872
MED14,-0.559978
CNPY3,-0.5597501
TOP3A,-0.5593161
PPDPF,0.55889
SLITRK3,0.5588319
POLE3,0.5585778
FASTKD1,0.55850327
LDHB,0.5584456
SNAP25,0.55814123
ARC,0.5581388
PAX8,-0.55788326
LYRM1,-0.5577926
ARHGAP32,-0.557545
ATP2A3,-0.55745125
HMGN4,-0.5573625
NPTN,0.55724466
SLC24A2,0.5567628
NCAPD3,0.5566014
XRCC4,0.55658364
CNOT2,0.5565596
DIO2,0.55645853
GULP1,0.55617905
SEL1L,0.55614275
LRP5,0.55591285
CSNK1G2,-0.55570674
ADI1,-0.55567795
FZD7,-0.55565166
AQR,0.5555811
SCYL2,0.55553454
POLR2G,-0.55547607
KRR1,0.5552907
NHP2,-0.5551995
DNAJC4,-0.5547642
IPW,0.5547626
MEOX1,0.5547303
ZNF343,0.55464613
CDKL2,0.5543314
ETHE1,-0.55429024
LXN,-0.5542515
ZNF365,-0.5541463
KCNB1,-0.55409634
MPHOSPH9,0.55406874
HEY1,-0.5539364
SOCS1,0.5539306
PLAU,0.5536217
ALS2CL,0.5536071
NOL6,0.5533226
SCGN,0.5531981
LIN7A,-0.5530959
CACNG4,0.5530332
PARP8,-0.5529621
VGF,0.5529166
CBR1,0.5529006
CYP27A1,-0.55278224
SEC24B,0.5527288
ZBBX,-0.55255157
MAPKBP1,0.5523159
GBP1,-0.55219585
SPATA2,-0.552103
PROM1,-0.55209553
RAB26,-0.5520551
RAC1,0.55200696
MEF2A,0.5519487
PHLDA2,-0.5518468
ASPA,-0.5518377
TEAD1,-0.55163985
ADAMTSL4,0.5515448
LPCAT3,0.55080694
SLC15A1,-0.5507548
MAL,0.5504995
CNN1,-0.55046535
NFASC,-0.5503368
VAV1,-0.5502726
E2F1,0.55023974
GPSM3,-0.550017
DDIT3,0.54970884
P2RX1,0.54934955
CYBB,-0.54909366
CDC42EP4,0.54895514
RSBN1,-0.5489522
NUP107,0.54891014
LONRF3,0.54887396
NCF1C,-0.5487904
RASA1,-0.5487642
PER2,0.54848874
STRN3,0.5484788
PIGP,-0.54825485
TUBB4B,0.5481933
IFIT5,-0.5480665
C1orf54,-0.5479501
ADAM19,-0.5478629
CASKIN2,-0.5478333
DOLPP1,-0.5477077
SLC26A2,-0.54770494
SEC23A,0.547674
CDC42,-0.5476007
TMEM159,0.5473139
SMPDL3B,0.5472256
APOBEC2,0.5471086
LRRC8B,0.54665434
AIM1,-0.54638696
ZC3H7B,-0.54633677
LSM6,0.5459336
FAM184A,0.5458097
NIPAL2,0.5456453
CHMP2A,-0.545616
RSAD1,0.5455595
BCAS1,0.54510045
ACTC1,0.54476124
CDK11A,-0.5446921
FDXR,0.54469097
EEF1E1,0.5446223
SAP30L-AS1,0.5445972
ELAVL4,0.544443
RABL3,-0.5443846
UBA3,0.543918
IL2RG,0.5438659
RNF34,0.5436497
APLP2,0.5435064
DERL1,-0.54345274
ATP1A1,0.54342824
GPRASP1,-0.5432589
WDR46,-0.5431762
ZFP64,0.54316944
GALNT1,0.54314005
METTL17,-0.54303765
PHF11,-0.5430103
PABPC1,0.5429597
COX17,-0.5429112
ATG3,0.5427894
HEXB,0.5427098
HLA-DMB,-0.54238826
DNALI1,-0.5422908
RFX7,0.54226464
PDCD11,0.5421149
SESN1,-0.54208094
ESPL1,0.54194057
PGP,0.5418843
MTDH,-0.541649
ENTPD3,-0.5415727
BAG1,0.5414748
CDADC1,-0.5413569
XPOT,0.5413391
SEMA4G,0.54129755
KCNA5,-0.54126716
CEACAM1,-0.5412494
CCDC25,-0.5412105
NR0B2,0.54093397
CEP131,-0.5408915
LRCH4,-0.54078865
MAPKAPK5-AS1,-0.5407219
PDLIM3,-0.5406965
RUSC1,-0.5406537
TMLHE,0.54063976
CSPG4,-0.54053915
SNRPD1,-0.540363
CASC1,-0.54015696
SLC12A2,-0.53998625
PMP22,-0.5399784
KLF4,-0.539962
BORCS6,-0.5397383
SGCD,0.539643
METTL7A,0.5395679
FBL,0.53928655
DGCR2,-0.539183
FAM13A,-0.5390671
NDUFS6,-0.5388949
RAB21,-0.5388463
RNF114,-0.5387793
C9orf3,-0.5387715
THAP4,0.53875184
TSTA3,0.5387148
TMEM177,0.53845525
SPON2,-0.5379102
CLASP1,-0.53783613
MTHFSD,-0.5377331
RBL1,0.5375732
ESR2,-0.53754246
FHL5,0.5374993
PTPN22,0.53749925
RNF19B,0.5373552
FHL2,-0.53705186
NADSYN1,0.53703326
RPL14,0.5369837
CNOT6,-0.53691655
P3H4,-0.5368976
ATP2B2,-0.53669804
VBP1,0.53666997
GINS1,-0.5359895
MTSS1L,0.53596723
SAMD14,-0.53594583
SGK2,-0.5356739
MYNN,-0.5356589
HOMER2,0.5355797
RUFY1,-0.535215
MAP3K10,0.53507245
DTX2,0.53506684
NDRG3,-0.5347781
MIOS,0.5347753
OS9,-0.5346735
TMOD3,-0.5345671
MYO1B,0.5345623
RPAP2,-0.5345615
SASH1,-0.53426635
KCTD14,0.53423065
BANP,-0.5340758
USB1,0.53400147
CD300C,0.5338427
RPL8,-0.5336073
TMEM43,-0.5335971
ARL5A,0.5335853
ACSM3,-0.53349125
COMMD3,-0.53347653
TMBIM4,-0.53325444
NFATC1,0.5331289
SNRNP70,0.5329765
ZMYM5,-0.5327076
GRAP2,-0.5326158
ABHD5,-0.5323106
ABCD3,-0.5322657
MARC1,0.5321632
NPLOC4,0.53199315
ZNF544,-0.53175807
LBH,-0.5317224
SET,0.53163755
HUWE1,0.5316134
FER,0.5316104
GOLGA4,0.5315837
EXOC7,0.53145665
CACNA1D,-0.531422
WDFY3,-0.5312475
VPS13A,-0.5312451
BZW2,0.5308944
ZNF551,0.5308472
ST20,-0.5308435
RBM38,0.5305909
RALBP1,-0.5305822
CC2D1A,0.5305084
NBR2,0.53026015
ZNF202,-0.5301086
ATP1A3,0.52989495
GMNN,-0.52979916
BRINP1,0.529733
LRP10,0.5295192
CBL,0.5294739
PRPF19,0.52946234
MTERF1,-0.52935505
SDC1,-0.5293018
KCNA1,-0.5291939
TFAP4,0.52913094
CDS2,0.52901655
LSM5,-0.5288724
APBA3,0.52863014
FBXL12,0.52859503
SHB,-0.5285636
SNTA1,0.5285188
TBC1D10B,0.5284929
MED28,0.52836263
IGF1R,-0.5283245
RHOA,0.5281194
AP3B1,-0.5279367
GPR37L1,0.52787423
RAB35,-0.52768564
ATP6AP2,-0.52761793
SACM1L,0.5276032
PSMD6,-0.5274509
DNAJB6,-0.5274491
RNF146,-0.5273102
GOLPH3,0.527139
FBXL7,0.5270444
BRWD1,0.52702343
RSU1,-0.5266932
NECAP1,0.52663034
RFWD3,0.52646464
NT5E,-0.5264386
RABEP2,-0.5262047
ARFGAP1,-0.52611303
GOLGA5,0.5259058
RCAN2,0.5258631
TLN2,0.5257458
ABI3BP,-0.5255313
TARS,0.5254837
TLR6,0.52544296
SPOCK2,-0.5254375
ADGRL2,0.5253621
CNNM4,0.52533764
CHMP6,-0.5253199
ENAH,0.52528965
EIF2AK1,0.5252769
KDM2A,0.5250587
ILKAP,-0.5250417
SZRD1,-0.52501774
CACNA2D3,-0.5249659
TELO2,-0.52486134
GDE1,-0.5248235
GLB1L,-0.5247803
MGRN1,-0.5246341
OPRL1,0.52456045
MED9,-0.5243932
STAT1,0.524313
ITPR2,-0.52424854
ZRSR2,-0.5241922
PDXDC1,-0.5239445
TOX3,-0.5238743
GIPC1,0.5237735
CNNM2,-0.5237172
STK3,-0.52360654
CSF3,0.5234509
KIAA1109,-0.523281
POLG2,0.5230034
REEP2,-0.52289474
FCGRT,0.5227988
CD83,-0.5227512
ZBTB22,-0.5227392
PAX6,-0.52221507
ATRN,-0.5221937
IQSEC3,0.5221741
PVR,0.5219971
FABP7,-0.52180064
ATF6B,-0.52173424
YWHAH,0.5217116
ZNF862,-0.52117646
GLOD4,0.52115023
KRT76,0.5211263
LAMTOR5,-0.52087367
TNPO1,0.5207571
TERF2IP,-0.52075034
TPP2,0.5205598
TSNAXIP1,-0.5205457
ZNF250,-0.520298
A4GALT,0.5199743
TET3,0.5199218
RYK,-0.5197334
L1CAM,-0.519449
XKR8,-0.5193576
VARS,0.5193191
CA4,0.51927525
TNFRSF17,0.51902807
CCR7,-0.5190146
MZB1,0.5189862
LUC7L3,0.5188581
CRBN,-0.51873076
KLHL18,0.5186634
CACNA1I,0.5186031
CENPM,-0.51844585
EGFL6,0.518117
ERCC6L,0.51792383
HMCES,0.5178134
RPS27L,0.5175849
ZNF132,0.51738626
PDGFB,0.51706755
CCT6B,0.51699996
RPL36,-0.51687425
TMEM87A,0.51683205
IL1RN,0.5167656
ABCB6,-0.5166921
AIMP2,0.5166199
FBXL5,-0.5166093
PDK2,-0.51646763
RBM41,0.51646084
ZKSCAN8,-0.516425
RHBDF1,-0.516279
ACPP,0.51581454
PLCXD1,0.5158074
ATP6V1H,0.5157852
WRN,0.5156176
U2AF1,-0.5155078
SHC1,-0.5154578
FBXO5,0.51537555
MAPK8,0.51517683
RNF6,-0.5151718
KDM5C,0.51515806
ADAM30,0.51515776
TNF,0.51494145
RPL22,-0.51484275
VPS54,0.5146465
RRAGC,0.51456267
MST1R,0.51427853
VEGFA,-0.5138955
LPAR1,0.51377666
CGREF1,0.5136623
TPM2,-0.5135734
NT5M,0.5135445
ERICH1,0.51351523
PAFAH2,-0.5133947
BBS9,-0.51329803
GRWD1,0.5130831
SMYD5,0.5129121
CTTN,-0.5127897
TRIP11,-0.5127491
SAMD9,0.5125596
MTERF4,-0.5123912
UQCRC2,-0.5122854
OLAH,0.5122406
GP5,0.51221967
PSMA7,-0.5120413
RPL7,0.51201546
SIPA1L1,-0.51180977
MOXD1,-0.5117456
CROCCP2,-0.51167995
C16orf45,0.51166916
ALDH3B1,-0.51156855
PELO,-0.5115225
TM9SF2,0.5115051
NABP2,-0.51145995
DAP,-0.5114325
GABBR1,-0.51135355
IL3RA,0.5113034
PJA2,-0.5111402
UXT,-0.51110774
NR4A2,0.51099014
CD33,0.51095504
GSTT2,-0.51094306
BPGM,-0.51081383
AXL,-0.51058763
LAP3,0.5104061
PLEKHM1,-0.51022625
THEMIS2,-0.5102133
PRAMEF10,-0.50993824
GALC,-0.5097907
CORO1A,-0.50967395
POLR2F,-0.5096722
PVT1,0.50966895
MCPH1,0.50966805
TMEM11,-0.50960195
GJC1,-0.50959384
MLF1,-0.50958645
B4GALT6,0.5095679
CWC25,-0.5094718
ZFPM2,-0.5094635
TRPC4,-0.50927633
STX12,0.50911665
ENOX1,-0.5090822
EDAR,-0.5089488
EIF3M,0.508896
RFX5,-0.50883627
GIT1,-0.50881743
KBTBD2,-0.5087625
APIP,0.50846714
ATP2B1,-0.50841147
FMO3,-0.5083742
CD3E,-0.50834846
NLGN4X,-0.5081743
HS3ST1,0.508151
AKR1A1,-0.5080219
BST1,-0.5078841
MPP6,0.5078728
SUZ12,-0.5078105
TP53,-0.50755405
TAOK2,-0.5074568
FLII,-0.5074562
TTLL7,-0.5073368
PRKAR1B,0.507239
MKS1,-0.5071404
PXDN,0.50695395
CAMTA2,-0.5068769
PDHB,0.5067829
KDM6A,-0.506736
ENTPD6,0.50664514
C11orf57,0.5065428
AGR2,-0.5065104
PIK3CA,-0.50616175
MDH1,-0.5060896
BCL3,-0.50589776
FMOD,0.5057036
EVA1B,0.5056661
PUM2,-0.5055422
MMRN2,0.5055119
SH3TC2,-0.5055072
KCNMB1,-0.50541544
NPC2,-0.5053869
WISP1,0.5053848
TNIP1,0.50538146
C7orf26,-0.5052192
CALB1,0.50515455
CEP83,0.5051472
ACHE,0.5050544
R3HDM4,-0.5050328
OGN,-0.5049136
GDF10,-0.5047192
FOXF2,-0.5047048
PRPF18,-0.504519
DZIP3,-0.50429684
JCHAIN,0.5040904
PLP2,0.50407624
CRYZL1,0.5038869
ZNF204P,-0.5038552
RAB11FIP5,0.5034978
CASQ1,0.50344
ABR,0.5030114
FLT4,-0.5028905
C5,-0.50254416
HOXC10,0.50247425
ZNF771,-0.50237745
NUAK1,-0.5022884
IKZF2,-0.5021346
NDUFA10,-0.5020367
SH3GL1,0.5019554
PDAP1,-0.5017884
FCGR2C,-0.5015151
ZMIZ2,0.5012567
STK38,-0.50123274
MYOM1,0.5010506
HMGCL,0.500975
MIS12,-0.5008384
MAN1C1,-0.5007572
MAP3K2,-0.50070333
NXN,0.5005486
KLHL26,0.50041366
MRPL20,-0.500391
COMMD8,-0.5003065
IDI1,-0.50005275
TSPAN5,-0.49982768
EMC2,0.49978736
CAV2,0.4997555
RRAS,0.49972448
GRAP,0.49963698
SP3,0.4996116
SLC17A9,0.4994647
C8orf4,0.49927357
SV2B,0.49921447
OR7E14P,-0.49915132
PMEPA1,0.4991227
PRKACB,0.49908367
FBXO11,-0.498955
AEBP1,0.49894506
CCNL2,-0.49876893
MAP1B,0.4987598
PRDM1,0.498741
RPS6KB1,0.49856365
TAF4,0.49841192
TOM1,0.49840885
PDYN,0.4983368
NRDC,-0.49771923
SLC30A9,0.4972085
LIAS,-0.49714005
CASQ2,0.49706447
ADAM17,0.49694228
SSR4,-0.4969009
PHC1,-0.49667466
SYT5,0.49661955
MRPL57,-0.4966027
OGFOD3,0.49657863
RHOH,-0.49647686
OR12D3,0.49642888
ACSL4,0.49638247
PAN2,-0.4961757
SLPI,-0.496094
FMO1,-0.49601442
LRRC1,-0.4959234
OLFML2A,0.4959082
PKIA,-0.49555323
MTCH2,0.49552298
RAD50,-0.49550068
DNMT3A,-0.49543872
RTN3,-0.49525002
PPP2R3C,-0.49524236
FMO4,-0.4951567
PCBP2,-0.4951157
GOLIM4,0.49506286
GPR132,0.49490836
CCDC102B,-0.49473724
WNK1,-0.49460077
CAPN2,-0.4943807
SPCS3,-0.494272
ZBTB48,0.49426907
SLC2A9,0.49420202
CYP2C18,-0.49392202
RAPGEF2,0.49391943
TRPC1,-0.493905
RFC3,0.49385434
GPM6B,0.49373496
C7,-0.49370396
MAOB,-0.4937039
PANK4,-0.4936783
CIR1,0.49367422
HGD,0.49359098
RAB31,-0.49351436
WRAP53,-0.49339053
SMAD9,0.4933262
CD22,-0.49326754
EIF3I,-0.49320182
PAMR1,-0.4929975
CAPN11,-0.49247003
VANGL1,-0.49227607
NTSR2,0.49199653
FAM110D,0.49199536
GRK5,0.4919949
VKORC1,-0.49186513
PLOD2,-0.49180678
LPP,-0.4918006
HADH,0.4917223
SENP6,0.49159843
THUMPD2,0.49151403
TUBD1,-0.49146324
ATP5I,-0.49141383
CHMP1A,-0.49125367
FAM114A2,0.4912237
SS18L1,-0.49115223
SLC6A12,-0.49113572
CAPG,-0.49112996
ACOX1,0.49110872
USPL1,-0.49101418
BHLHB9,-0.49099398
LRP5L,0.4906817
ST8SIA4,0.49056873
ZNF710,-0.49053052
CCNG1,0.4903177
YBX1,0.49027145
MYH11,0.49027002
SMG1,0.4901977
RNF44,0.48997247
SIN3B,0.4899333
MICB,-0.48975626
MR1,0.48962092
KIF22,-0.48961145
ZNF331,-0.4895145
BCL2L13,-0.4895126
IZUMO4,-0.48917168
PLA2G2A,0.48911119
HARS2,-0.4890836
UNC5B,0.48888978
PTPRF,-0.48860133
NACAD,-0.4884005
ACTA2,-0.48838288
PEX11B,0.48830545
SGCG,0.48823845
MYL12B,-0.48821682
COPS7A,0.4881287
LILRB1,-0.48803058
SNAI2,-0.48796377
HAAO,-0.4878739
ERCC8,-0.48749223
ZNF711,0.48743632
HRASLS,0.48742768
HELZ,0.48726964
TNFRSF1B,0.4870187
CX3CL1,0.48699486
NPAS2,-0.48676592
MMRN1,0.48668092
HNRNPC,-0.48667967
CA2,-0.4866107
VPS35,0.48638707
THAP11,-0.48611706
TLL2,0.48602027
TP53I11,0.4860057
TRIM22,0.48596597
C15orf39,0.48566228
HLA-E,0.48564804
FOXD2,0.48556954
ALOX15B,0.48554236
DHDDS,0.48551506
RAB8A,0.48532832
SEMA4D,0.48519468
CNBP,0.48514766
SUN1,0.48513937
RCAN3,-0.48463553
CALML5,-0.4845888
CALB2,-0.4845748
MGEA5,-0.48438326
CPD,0.4843737
NFE2L2,-0.48433816
ARHGEF26,0.48418307
RANBP1,-0.48415422
NDUFB3,0.4841541
LAMP5,0.48409534
PLEKHB2,0.48394096
DGCR11,0.48391497
PMEL,-0.4838233
OLIG2,0.48367822
MSANTD2,0.48364204
REV1,0.48349506
MXRA5,0.4834309
AASS,0.48335093
DNAJC17,-0.48331326
RPS6KA6,-0.48320627
ERO1B,-0.48310983
TRAPPC9,-0.48297
GTF2A2,0.4829286
MTCL1,0.4827463
PUS3,0.48253733
PHF2,-0.48247078
GOLGA7,-0.48243374
QSER1,0.482228
NSFL1C,-0.48209098
STIP1,0.4819531
ATP5F1,0.48187843
ZBTB38,-0.48162636
PPP6C,0.48156685
LY9,0.48140606
GFI1,-0.4811415
AARSD1,0.4810533
ADAM22,-0.48072645
SLC4A2,-0.4803248
SNX1,0.48027515
PPRC1,0.48014325
NBPF10,0.48007163
FMO5,-0.47992826
DEGS1,-0.47976673
OSBPL2,0.4797048
TERF2,0.47957647
CYP7A1,-0.47936523
GLRX2,0.47928563
DCBLD2,-0.4790707
RPN1,0.478705
CAPZB,-0.47859317
ARMC1,0.47841847
B4GAT1,-0.47808498
IKBKAP,0.4779859
HACD2,-0.47798455
CIITA,-0.47785306
TAOK3,-0.47783887
PTDSS2,0.47755527
MAP7D1,0.47728133
ADAMTSL2,0.47720805
LARP4B,0.47705865
CHD8,-0.47684002
DNPH1,0.47665417
GLB1L2,0.47662646
NME4,-0.47650877
GNAL,0.47646454
DAAM2,0.47619784
ACTR8,0.47611406
UNC13A,-0.47605193
PPFIA4,-0.4760499
TINAGL1,0.47594
RNPEPL1,0.47580525
HEBP1,0.47579384
SMC2,0.47576648
DVL3,0.47573826
PTPN18,-0.47547925
PAPSS1,0.47529635
NSF,0.4748453
NIF3L1,0.47477788
MAZ,0.47477692
GAS7,0.47472453
STRA13,0.47470027
TEX30,-0.4746373
GEM,-0.47450128
GNL3L,0.47447142
ADAP2,0.4744054
ACTR1B,0.47438803
NID2,0.4743284
CTR9,0.47431976
RNF40,-0.47423053
DLD,0.47393894
HMBS,-0.4738871
FABP3,-0.4738114
IRAK1,0.47354704
TMEM259,-0.47322896
HAT1,-0.47321773
GABPA,0.47320727
ADAM9,-0.47310072
RNMTL1,0.47306556
FASTKD5,0.47306082
HDAC1,0.47296324
KIN,0.47295585
ARNTL2,0.47286052
PEX12,0.47284096
TLR1,0.4727859
TFAM,-0.4726798
EMC3,-0.47262928
HSD17B3,-0.4726136
EHD4,0.47220504
RPL39L,-0.47217718
UPP1,-0.47217178
PDK3,-0.47172788
FOXN1,0.4714579
ZNF750,0.47127214
KCTD2,0.47115648
SMAD7,-0.47101825
STAT3,-0.47063836
ADORA3,0.47055876
SLC38A10,-0.4698947
DCAF4,0.4698063
RYBP,-0.46975386
SERPINB1,-0.46967515
TBCA,0.4696195
KLHDC3,-0.46930477
SLC41A3,0.46924385
RBM4B,-0.46902853
ATP7A,-0.46881828
KCNJ4,0.46871805
DNMT1,-0.46833116
MTHFD1,0.46803015
EHD3,-0.46788287
BUB1B,-0.46781808
TMOD2,0.4676313
CCL19,0.4675887
ACVRL1,0.46753427
AQP9,-0.46750593
TTC13,-0.46741295
AMMECR1,0.46734154
PRMT7,-0.46716645
NHLH1,0.46698326
GANAB,-0.4668106
FRAT2,0.4668061
REPIN1,-0.4666609
NEK2,0.46665427
PROCR,-0.46664953
ZNF34,-0.46644887
SLC50A1,-0.4662148
GABBR2,0.46593523
ZAP70,0.4659192
MLX,-0.46588847
ZBTB40,-0.46575117
TAX1BP1,-0.46567374
MTOR,0.46557373
FERMT2,-0.46554667
BAZ1B,0.4655293
C19orf24,-0.46543688
SPRY1,-0.46543282
RAB33A,0.46532637
PRELID3B,0.46530095
ARHGAP44,-0.4649385
ANKFY1,0.46473524
MYLK,0.46472934
EPHB2,-0.46457845
NUP37,0.46455938
PLOD3,-0.46435675
LTBP4,0.4642148
CNR1,-0.46409306
FAM214B,0.46396253
ATP5L,-0.4638769
PITPNM1,-0.463768
CHST12,-0.4637257
TNNI3,0.463524
LINC00667,0.46327665
SP4,-0.46326625
NEU3,0.46322864
NDUFA8,0.46308368
CD209,0.46277112
PDZK1IP1,0.46273553
DHRS3,-0.4627287
DTX3,0.46271843
NEUROD2,0.4626779
GATAD1,0.4626444
RASAL2,-0.46248233
CROCC,0.46235067
POLR1D,-0.46227652
YTHDF3,-0.4620936
CTPS2,-0.46203765
NQO2,-0.46170232
PSMB3,-0.46169773
SERPINB13,0.4616364
ZNF135,-0.46139604
UBE2B,-0.46137312
DDX3X,-0.4612576
PNPLA6,-0.4611213
AMPD3,0.4611075
TSC22D4,0.46107528
DPYD,-0.46076494
FBXO21,0.46073848
SLC37A4,-0.46056974
C11orf21,0.46056533
N4BP1,0.46054062
VRK3,-0.4605258
DNM1,-0.46016154
PRRX2,0.46014914
MAB21L1,-0.45996362
CBR4,-0.45983115
MCRS1,-0.45981178
TNFRSF10B,0.45970628
PCYT1B,0.45958963
FGFR4,0.4594797
ADARB2,-0.45937994
UBXN4,0.45929116
PPP1CA,-0.45920387
CCDC59,0.45899695
EIF5A2,0.45895797
ZMYM3,0.45890817
LTBP3,-0.458863
CUL3,-0.45856857
CCNB2,-0.45842484
TDG,0.45803624
FGGY,-0.45799452
ATP6V0A2,0.45798606
MRPL49,0.45753184
ANGPTL2,0.4574824
ZNF263,-0.4573984
RSRC2,0.45725977
FLNA,-0.4572412
DESI2,0.45685092
NSD1,-0.4565503
TRMT12,-0.45654973
PCGF3,-0.45643553
GPR183,-0.45636633
ACTN3,0.4563613
ETV3,0.45615286
RORC,-0.4561278
SCG3,0.45602694
EMD,0.4560027
TUBB2B,0.45579112
ARHGEF6,-0.45559984
RHOG,0.45558962
HDLBP,0.4554687
CD93,0.45542562
UBIAD1,0.45521563
ITIH5,0.4551518
FUBP3,0.45507708
ERGIC3,-0.45496082
FLRT2,0.4545167
FAM208A,0.4543331
HAS1,0.45415735
ACP5,-0.45410112
PHF1,-0.45409647
GRIA4,0.4540251
C14orf132,-0.45401314
ATP8B4,-0.45388195
LDB2,-0.45364457
PHC2,0.45359385
UTP6,-0.45340866
PIGT,0.4531626
ANGPT1,-0.4531387
CORO1C,0.45303345
TLR2,0.45302975
CORIN,-0.452981
TAP1,0.45293194
FTH1,-0.45278054
NUBPL,-0.4526796
RAPGEF3,0.45265126
RGS11,0.4522935
RGL2,0.45217133
FRG1,0.45216447
BFAR,-0.45210865
NUDT9,0.45203167
PC,0.4514463
MNS1,0.4513449
PRPS1,-0.45123568
CDR2,-0.4510414
SLC9A6,0.4510219
TYMP,0.45084903
PDGFRL,-0.45072892
DRG1,-0.45072845
VCAN,0.4504907
ABCC6,0.45045352
FXYD5,-0.45042607
NPR1,-0.45021743
PTK6,0.45015413
MOSPD2,-0.45008522
EMID1,-0.4498207
PBXIP1,-0.44971198
SELE,0.44958305
TP73-AS1,-0.44953692
TAPBPL,0.4494533
CLIC3,0.44940615
ERC2,0.4492947
DACT1,0.4492322
NUPL2,0.4491254
RBPMS,0.44902375
KCNMB2,0.44887152
RPL34,-0.44857633
GPRC5B,0.44847012
SIAH2,0.44837183
TAZ,0.44831884
SIAH1,-0.44824824
OXA1L,0.44795653
YTHDF1,0.4479401
PLP1,-0.44790125
ZNF395,-0.44776294
NEFM,0.44766062
MRPS18B,0.44751155
CHRNA10,0.44734713
PGBD5,0.44721296
YWHAE,0.44702035
PHLPP2,-0.44683054
CEP290,-0.44681948
MYF5,-0.4466222
IFT46,-0.44658712
ACAD10,-0.4465028
BCL9,0.4463601
NR1H2,-0.44624096
GAL3ST1,0.44621938
SCN3A,-0.44615507
ASH2L,-0.44577956
GGNBP2,0.4457363
PCK2,-0.44568342
WDYHV1,-0.44558606
GIMAP6,0.44552124
GRB2,0.4454989
IL7R,-0.44546834
KCNK7,0.44502172
RASL10A,0.44482127
SSX7,0.44473726
STX10,-0.44442615
NXT2,-0.44432122
PDK4,0.44421446
PIAS3,0.4440754
ARPC5,0.44403762
RNASE1,0.44401556
RAD54L2,0.44396624
OSBPL10,0.44369373
CYTH2,-0.44355947
RALGAPB,-0.44333822
MSH3,-0.44291982
GSE1,-0.4425667
COPS5,0.44250885
UBAC1,-0.44244576
TRIM36,-0.4421382
ABI1,0.4419431
IFNAR1,-0.44193816
CAPN5,0.44188088
FOXJ1,0.44181052
HLA-A,-0.44172454
PSORS1C2,-0.44164604
TRPV2,-0.4415669
ELK4,0.44147837
CSF3R,-0.44143045
VAV2,0.4414268
PRRC2B,0.44139808
UFM1,-0.44137
C2orf44,-0.44136536
ADAM15,-0.44131774
ELF3,0.44128183
PLEC,0.4410739
RNASET2,0.44090125
STOM,0.44088233
TCP1,0.44058895
DRICH1,0.44034666
FAM50A,0.44022393
SLC2A3,-0.4399676
DMXL2,-0.43994492
FAM117A,0.43992472
OGFOD2,-0.4398309
GYG2,0.43977207
FAAH,0.4396857
MPHOSPH10,0.43934122
STXBP2,0.4393122
GLMN,0.43905792
IQCB1,0.43877447
SGK1,-0.4387725
AMPD2,-0.4386518
LPAR6,0.43848217
GUCY1A3,-0.43842384
PROZ,-0.43832758
ORC5,0.4383211
GPR162,0.43827075
EFCAB11,-0.43792507
ATF5,-0.43737742
NUP155,0.43727008
CTNNB1,0.43721762
ILF2,-0.43693912
POU2F1,-0.43680948
STMN2,-0.43675864
NEMF,0.4367504
BANF1,-0.4366805
TALDO1,0.43659687
LTA4H,0.43659392
DUSP8,0.4365682
EXOSC10,0.43654436
ENTPD7,-0.43640703
LUM,-0.43599635
MSR1,-0.43585044
PSMD13,0.43576086
PLEKHJ1,-0.43565696
MAP3K12,0.43562144
CLTB,0.43554384
VPS8,-0.43544978
EP400,-0.4354315
STX4,0.4354017
ZBTB18,-0.43539467
CNOT3,0.43513578
RIC3,0.4350655
DIDO1,-0.43489674
PSMC1,0.43484098
ETS2,0.43482774
